SaleId,CustomerId,ProductId,Date,Quantity,NetAmount,Discount
1260,C290882,P045043,2024-06-18,4,3064.71,517.53
1261,C177191,P382115,2023-10-15,6,4734.34,1133.42
1262,C345873,P329645,2023-04-05,5,62.74,14.86
1263,C506128,P880163,2023-12-28,4,3829.34,755.98
1264,C185687,P679216,2024-12-12,2,2266.92,43.4
1265,C487387,P366261,2023-08-06,1,513.03,103.31
1266,C905579,P776014,2023-07-12,8,8511.98,228.42
1267,C535543,P107697,2024-06-10,6,1247.03,292.75
1268,C788211,P820680,2024-11-02,3,1358.15,365.29
1269,C810967,P856438,2023-08-13,6,5497.32,586.44
1270,C377666,P736478,2023-07-27,7,4925.46,242.85
1271,C332964,P517566,2023-06-18,5,183.25,57.2
1272,C227397,P484060,2023-05-31,8,3949.49,1107.79
1273,C373573,P062363,2023-09-04,1,831.61,239.4
1274,C996207,P826289,2023-01-30,8,5202.72,1031.6
1275,C377666,P515811,2023-09-29,2,956.32,288.46
1276,C746721,P515811,2024-03-17,4,2395.82,93.74
1277,C193198,P207957,2024-06-04,6,6503.06,87.58
1278,C006026,P310596,2023-04-11,1,610.45,118.14
1279,C121280,P517566,2023-07-18,5,229.06,11.39
1280,C640228,P937934,2024-06-26,8,7119.36,1060.56
1281,C857331,P175136,2024-10-23,4,1378.65,434.75
1282,C699740,P609544,2023-02-24,1,80.88,13.58
1283,C278352,P627467,2024-06-28,2,2174.91,160.85
1284,C121868,P731812,2024-02-06,7,7773.46,201.99
1285,C224502,P826289,2024-05-22,4,2983.88,133.28
1286,C588274,P116864,2024-10-14,5,3564.72,763.83
1287,C656660,P888101,2023-04-07,3,2285.83,328.97
1288,C350253,P553619,2025-01-26,5,2456.02,665.28
1289,C708207,P097562,2023-06-24,6,4626.55,950.03
1290,C439281,P796107,2023-12-07,8,6987.45,256.87
1291,C348136,P992250,2024-03-14,6,3441.53,18.01
1292,C957181,P079649,2023-06-24,1,476.68,83.13
1293,C498411,P473890,2023-01-02,8,564.7,157.7
1294,C051929,P062363,2023-02-16,1,919.12,151.89
1295,C931160,P649669,2024-06-21,3,2587.96,602.12
1296,C564091,P981945,2023-04-13,5,885.36,222.69
1297,C643312,P727843,2024-05-17,6,75.04,24.68
1298,C423939,P229314,2023-09-17,6,4474.46,579.64
1299,C230731,P160288,2024-12-28,6,1490.14,427.28
1300,C564091,P306313,2023-04-26,5,947.24,196.01
1301,C168088,P918103,2023-06-01,7,2088.0,568.71
1302,C642081,P848742,2024-01-01,8,1818.72,14.16
1303,C227397,P207957,2024-01-04,4,3576.12,817.64
1304,C808405,P168876,2024-10-16,2,770.35,245.09
1305,C147751,P489519,2025-07-09,8,1304.85,427.63
1306,C483909,P696956,2023-09-29,6,3985.87,1137.35
1307,C224929,P367946,2023-10-10,5,4073.09,203.76
1308,C641038,P801232,2024-12-19,6,3459.17,911.47
1309,C379085,P207957,2025-03-25,8,7542.63,1244.89
1310,C804397,P159362,2023-04-23,1,652.35,92.97
1311,C637717,P934771,2024-04-22,3,157.94,23.77
1312,C931160,P883409,2024-11-11,3,1006.42,82.67
1313,C656660,P627467,2025-03-29,5,5816.64,22.76
1314,C005507,P645373,2023-10-17,2,2266.65,30.55
1315,C038689,P599862,2024-03-16,6,4480.25,885.73
1316,C602276,P175136,2023-09-15,3,1240.97,119.08
1317,C635262,P428001,2024-11-12,3,2233.35,699.18
1318,C320275,P908105,2023-05-27,4,2308.11,279.49
1319,C221784,P934635,2023-08-13,1,601.68,80.72
1320,C948746,P971430,2025-04-11,7,1362.91,160.99
1321,C344214,P835266,2025-07-31,5,3911.28,686.22
1322,C254509,P276820,2024-03-22,6,1396.23,351.45
1323,C103693,P842673,2023-09-14,3,1769.11,205.52
1324,C281961,P160288,2023-11-09,2,591.63,47.51
1325,C783807,P222288,2024-07-12,3,520.26,53.97
1326,C181933,P981945,2023-05-22,8,1465.23,307.65
1327,C193198,P496878,2024-04-24,6,1413.73,169.25
1328,C023628,P900194,2024-04-17,1,246.52,72.87
1329,C652614,P598642,2023-04-01,3,2836.27,515.51
1330,C588080,P841579,2024-08-17,6,4517.38,148.46
1331,C605407,P276820,2025-06-17,5,1436.91,19.49
1332,C184840,P040587,2024-02-17,1,678.13,88.73
1333,C614303,P498694,2024-04-16,1,673.55,14.56
1334,C490446,P772985,2023-12-08,2,1338.27,346.11
1335,C946606,P306313,2024-12-08,6,1075.46,296.44
1336,C379085,P473890,2024-11-21,1,74.46,15.84
1337,C499673,P848742,2024-07-29,8,1770.38,62.5
1338,C384514,P450984,2023-11-05,5,3848.41,843.54
1339,C193008,P229314,2024-09-30,4,3272.77,96.63
1340,C602276,P450984,2024-09-10,2,1632.88,243.9
1341,C363646,P679216,2023-04-17,8,9184.32,56.96
1342,C474324,P885695,2024-02-05,1,699.46,210.72
1343,C721441,P731812,2024-05-10,3,2717.12,700.93
1344,C086891,P835266,2025-04-21,8,5775.72,1580.28
1345,C563213,P045043,2024-03-18,3,2259.37,427.31
1346,C587602,P848742,2025-04-18,4,877.31,39.13
1347,C991628,P489519,2023-07-25,8,1524.38,208.1
1348,C931160,P330689,2024-08-25,8,4230.45,427.79
1349,C352547,P106633,2024-01-31,2,909.04,119.28
1350,C095923,P934771,2023-01-29,5,268.24,34.61
1351,C370294,P055207,2023-01-12,5,3448.81,29.64
1352,C494998,P885695,2023-02-13,6,4146.6,1314.48
1353,C905579,P382969,2023-10-11,1,668.43,217.42
1354,C304741,P428001,2025-05-26,4,3569.05,340.99
1355,C737329,P387975,2024-02-04,2,955.84,43.6
1356,C081273,P515811,2024-11-02,6,3305.37,428.97
1357,C103693,P116216,2025-03-14,5,3935.8,1181.4
1358,C229883,P306313,2024-01-21,8,1552.15,277.05
1359,C698013,P319092,2024-12-26,5,4159.23,139.07
1360,C341018,P721433,2023-12-23,7,8241.38,141.61
1361,C617575,P961816,2023-08-26,2,1767.11,352.53
1362,C211679,P992250,2023-11-28,4,1740.54,565.82
1363,C224502,P384081,2023-04-18,3,253.73,56.47
1364,C645710,P598642,2025-08-02,2,2199.93,34.59
1365,C193408,P609544,2023-02-08,2,168.07,20.85
1366,C378313,P444405,2025-08-03,3,1243.98,108.6
1367,C189904,P727843,2024-01-22,3,37.53,12.33
1368,C047759,P883409,2023-07-24,4,1360.46,91.66
1369,C555454,P159362,2023-08-19,4,2428.14,553.14
1370,C640078,P107697,2025-04-08,4,1004.45,22.07
1371,C535425,P981945,2023-07-28,1,176.73,44.88
1372,C258086,P644241,2025-03-03,7,5918.04,980.04
1373,C918287,P465110,2023-07-09,8,2595.05,129.51
1374,C535543,P812662,2025-04-27,8,4149.57,593.95
1375,C285751,P775751,2025-05-23,3,1264.98,317.04
1376,C555454,P201973,2024-10-02,7,2677.88,748.69
1377,C033211,P010283,2023-05-11,5,699.4,18.1
1378,C211679,P371270,2023-02-22,6,5891.13,33.39
1379,C931160,P208944,2024-02-04,6,3081.51,53.25
1380,C353953,P159362,2023-03-18,4,2345.38,635.9
1381,C727801,P428001,2023-11-16,7,5784.29,1058.28
1382,C086891,P062363,2024-08-19,8,6561.16,2006.92
1383,C582775,P444405,2023-02-03,6,2420.17,284.99
1384,C281961,P825163,2025-06-28,1,1040.83,37.55
1385,C115823,P980619,2025-08-04,1,937.74,58.69
1386,C223685,P276820,2025-07-15,1,266.1,25.18
1387,C918287,P367946,2024-09-04,2,1331.16,379.58
1388,C949034,P856438,2023-10-05,1,987.58,26.38
1389,C030990,P464335,2023-08-19,6,2228.07,269.43
1390,C985574,P649669,2023-01-22,1,1056.35,7.01
1391,C672594,P309407,2024-09-14,7,5337.26,1096.93
1392,C473532,P208124,2024-07-19,8,8463.82,111.78
1393,C263770,P168876,2024-12-13,3,1359.53,163.63
1394,C486458,P566556,2023-05-22,2,1943.38,238.94
1395,C563213,P310596,2023-12-27,4,2664.36,250.0
1396,C557055,P384081,2023-08-26,2,176.37,30.43
1397,C961435,P900194,2025-02-04,1,240.27,79.12
1398,C652429,P971430,2025-04-12,1,213.53,4.17
1399,C842436,P155531,2023-07-04,5,5678.6,62.75
1400,C894333,P841579,2023-10-27,3,1979.41,353.51
1401,C949034,P045043,2024-11-03,2,1756.92,34.2
1402,C605407,P679216,2024-05-21,6,5375.58,1555.38
1403,C699740,P885695,2024-12-31,5,3479.81,1071.09
1404,C008640,P420341,2023-10-27,4,17.75,2.69
1405,C502141,P302996,2024-12-15,2,340.82,4.66
1406,C768580,P229314,2023-10-14,2,1598.97,85.73
1407,C671671,P801232,2023-08-25,5,2966.66,675.54
1408,C527077,P045043,2024-01-17,3,2662.59,24.09
1409,C667686,P155531,2024-10-27,8,6997.45,2188.71
1410,C225258,P814985,2025-05-06,1,356.46,25.83
1411,C874462,P776014,2023-11-04,2,2152.48,32.62
1412,C727801,P776014,2024-05-22,1,856.89,235.66
1413,C645710,P885695,2023-02-15,4,3453.47,187.25
1414,C587602,P207957,2024-06-29,1,917.09,181.35
1415,C309883,P415103,2025-02-20,6,4767.69,1458.93
1416,C640615,P029248,2025-08-02,5,2339.69,594.31
1417,C709445,P645373,2025-02-14,1,1050.7,97.9
1418,C189546,P392619,2025-06-05,7,59.46,14.46
1419,C185687,P141272,2025-04-06,2,1306.68,209.76
1420,C819855,P159362,2025-05-29,8,5330.77,631.79
1421,C830235,P798627,2025-02-26,5,2390.83,101.27
1422,C083929,P196667,2025-02-02,4,4447.57,151.63
1423,C652429,P116216,2025-03-29,5,5007.77,109.43
1424,C920893,P415103,2023-10-30,6,5337.64,888.98
1425,C736384,P937934,2024-01-06,5,4269.88,842.57
1426,C880306,P656411,2023-05-08,5,1977.82,327.63
1427,C535970,P436451,2025-05-17,3,2552.83,318.59
1428,C687203,P155531,2023-01-10,8,9101.18,84.98
1429,C304741,P553619,2024-10-15,4,2241.96,255.08
1430,C641038,P010283,2023-10-11,6,655.8,205.2
1431,C314388,P885016,2023-09-22,5,1515.07,105.13
1432,C487387,P040587,2023-08-21,3,2216.09,84.49
1433,C355445,P175136,2023-08-27,2,758.32,148.38
1434,C587602,P464335,2025-05-31,8,2847.24,482.76
1435,C003524,P420341,2025-01-04,4,20.13,0.31
1436,C320275,P835266,2023-09-21,1,763.56,155.94
1437,C230731,P415103,2025-01-05,1,881.95,155.82
1438,C894333,P772985,2023-03-21,8,6546.88,190.64
1439,C754008,P384081,2023-07-28,6,531.94,88.46
1440,C099135,P367946,2023-03-15,7,4676.53,1311.06
1441,C734353,P042751,2023-12-01,6,877.62,80.22
1442,C952019,P195857,2024-04-26,5,2454.52,451.88
1443,C247952,P310596,2023-02-15,5,2795.68,847.27
1444,C709445,P042751,2023-04-19,4,509.57,128.99
1445,C457719,P436656,2025-03-13,6,980.31,301.11
1446,C870685,P473890,2023-02-03,3,245.09,25.81
1447,C870680,P010283,2023-03-21,4,492.86,81.14
1448,C561221,P566556,2025-01-21,7,6608.95,1029.17
1449,C379085,P107697,2025-03-28,1,217.68,38.95
1450,C642081,P387975,2024-06-16,8,3681.0,316.76
1451,C808405,P319092,2023-10-28,4,3156.08,282.56
1452,C984351,P644241,2023-08-25,8,7263.05,620.47
1453,C226756,P097562,2024-03-31,7,5917.41,588.6
1454,C230731,P775751,2024-06-01,2,813.52,241.16
1455,C880306,P306313,2024-09-11,4,811.94,102.66
1456,C135342,P649669,2024-08-06,3,2451.8,738.28
1457,C032137,P157866,2024-11-21,3,501.73,89.51
1458,C837588,P465110,2023-11-18,2,667.26,13.88
1459,C023628,P464335,2023-06-01,8,2803.34,526.66
1460,C901375,P993502,2025-07-10,3,2444.09,685.75
1461,C652429,P414772,2023-05-04,7,4313.38,304.03
1462,C580502,P833885,2025-01-30,2,1145.64,37.38
1463,C890407,P207957,2023-01-25,3,2479.78,815.54
1464,C737820,P736478,2025-06-06,7,3999.94,1168.37
1465,C948746,P040587,2024-02-16,4,2521.45,545.99
1466,C022351,P029248,2025-07-07,6,3000.18,520.62
1467,C563213,P772985,2025-01-09,1,826.66,15.53
1468,C948746,P944501,2025-07-21,7,2725.68,510.35
1469,C991628,P392619,2023-10-24,8,69.69,14.79
1470,C224502,P885016,2025-01-11,2,623.41,24.67
1471,C193008,P310596,2024-11-21,8,5275.9,552.82
1472,C555454,P755976,2024-06-04,5,1323.98,409.42
1473,C499661,P371270,2023-11-01,8,7225.71,673.65
1474,C370294,P498694,2025-07-07,7,4473.27,343.5
1475,C645710,P302996,2025-02-14,3,394.69,123.53
1476,C003524,P710221,2024-03-16,5,50.3,8.45
1477,C563213,P327724,2023-04-12,6,630.9,48.36
1478,C022351,P159362,2023-10-08,8,5308.29,654.27
1479,C456189,P159362,2025-07-28,5,2805.38,921.22
1480,C711530,P772985,2025-08-04,4,2807.5,561.26
1481,C582636,P981945,2023-07-31,3,660.28,4.55
1482,C005507,P415103,2024-07-04,4,4144.16,6.92
1483,C652614,P310596,2023-07-28,5,2785.21,857.74
1484,C540305,P201973,2025-01-19,8,3406.11,509.97
1485,C229977,P891377,2025-07-29,2,863.91,188.43
1486,C670454,P885695,2025-06-29,7,5585.6,785.66
1487,C882843,P238925,2023-10-13,2,200.17,63.95
1488,C035403,P571543,2025-01-14,2,1464.89,130.47
1489,C187066,P825163,2023-10-10,8,7266.94,1360.1
1490,C356331,P069861,2024-12-24,6,4365.72,1253.46
1491,C736384,P207957,2023-04-13,6,6276.93,313.71
1492,C021889,P831530,2024-10-11,1,339.13,22.22
1493,C659474,P168876,2025-06-12,4,1689.01,341.87
1494,C957181,P833885,2023-06-05,8,3769.26,962.82
1495,C224502,P814985,2023-10-17,3,1089.94,56.93
1496,C013892,P498694,2025-05-27,4,2750.24,2.2
1497,C229883,P382115,2024-07-25,4,3217.5,694.34
1498,C736384,P598642,2024-12-05,5,4729.67,856.63
1499,C384972,P473890,2023-08-29,6,476.21,65.59
1500,C412606,P885016,2025-06-17,5,1279.68,340.52
1501,C724337,P229314,2024-05-16,7,5015.16,881.29
1502,C605407,P306313,2023-10-30,2,432.27,25.03
1503,C131197,P159362,2024-03-05,8,5477.51,485.05
1504,C064761,P517566,2023-04-29,3,127.51,16.76
1505,C403269,P609544,2023-12-22,7,544.71,116.51
1506,C564091,P306313,2025-05-10,8,1554.34,274.86
1507,C435823,P384081,2023-01-30,5,482.37,34.63
1508,C072630,P157866,2023-03-04,6,1105.14,77.34
1509,C446753,P900194,2024-02-05,8,2283.51,271.61
1510,C039728,P676501,2023-10-02,8,409.89,91.23
1511,C686511,P471980,2023-11-12,8,6275.43,716.33
1512,C047759,P414772,2024-07-02,4,2124.3,514.22
1513,C728645,P980619,2023-05-13,1,759.71,236.72
1514,C225258,P864947,2023-04-03,6,3283.43,970.03
1515,C263770,P420341,2023-03-06,1,4.45,0.66
1516,C516539,P021683,2023-07-23,3,2102.05,557.21
1517,C752217,P649669,2023-10-25,3,2463.82,726.26
1518,C351396,P900194,2023-08-09,4,977.33,300.23
1519,C691569,P918103,2025-02-12,2,663.89,95.17
1520,C329449,P275389,2023-06-10,5,5526.49,450.46
1521,C439813,P971430,2023-02-04,5,884.43,204.07
1522,C870685,P474352,2023-05-15,5,2727.29,749.16
1523,C754008,P069861,2024-05-31,7,6522.68,33.03
1524,C593991,P415103,2024-09-11,3,3038.94,74.37
1525,C874462,P106633,2023-07-18,5,2066.43,504.37
1526,C095923,P736478,2025-01-31,1,682.56,55.77
1527,C833710,P842673,2023-04-13,5,2493.58,797.47
1528,C227397,P833885,2024-01-21,5,2639.96,317.59
1529,C120303,P157866,2024-07-28,5,866.33,119.07
1530,C454719,P309407,2024-06-02,4,3325.18,351.5
1531,C030990,P106633,2024-01-17,2,912.05,116.27
1532,C227397,P042751,2024-02-11,4,567.19,71.37
1533,C664434,P276820,2023-04-22,5,1335.36,121.04
1534,C918729,P880163,2023-04-08,3,3260.44,178.55
1535,C553918,P971430,2023-03-27,3,587.27,65.83
1536,C498411,P801232,2025-01-10,4,2870.83,42.93
1537,C058454,P208944,2024-02-26,5,2128.69,483.61
1538,C081273,P831530,2023-11-26,7,1978.39,551.06
1539,C435426,P710221,2025-02-12,8,81.18,12.82
1540,C761747,P384081,2023-11-26,8,680.61,146.59
1541,C425571,P883409,2025-05-29,2,558.84,167.22
1542,C095923,P079649,2024-01-20,3,1361.65,317.78
1543,C247952,P801232,2025-02-05,2,1396.35,60.53
1544,C555454,P609544,2023-02-09,7,579.36,81.86
1545,C147751,P387975,2024-05-13,3,1218.44,280.72
1546,C115823,P598642,2024-02-13,1,1034.37,82.89
1547,C640078,P891377,2025-01-07,5,2287.21,343.64
1548,C331341,P195857,2024-07-31,3,1682.14,61.7
1549,C698071,P679216,2025-04-02,6,6031.01,899.95
1550,C193408,P833885,2024-04-18,4,1812.27,553.77
1551,C198895,P375734,2023-06-18,8,7281.2,17.92
1552,C442637,P755976,2023-06-03,8,2726.95,46.49
1553,C258086,P720285,2024-12-19,4,3539.85,185.59
1554,C810458,P021683,2024-04-14,6,5192.58,125.94
1555,C400722,P196667,2024-08-31,3,3391.82,57.58
1556,C325372,P775751,2025-06-23,4,1927.45,181.91
1557,C652429,P357660,2023-10-09,5,1860.38,480.27
1558,C486458,P473890,2025-01-16,5,410.04,41.46
1559,C263770,P731812,2025-08-14,5,4897.62,799.13
1560,C166307,P842673,2023-03-21,3,1923.79,50.84
1561,C072630,P116216,2023-07-02,5,4396.11,721.09
1562,C842436,P801232,2024-08-24,7,4678.2,420.88
1563,C901375,P937934,2025-04-06,8,7751.89,428.03
1564,C500265,P371270,2023-08-10,2,1515.91,458.93
1565,C331341,P934771,2023-05-27,3,160.11,21.6
1566,C602276,P155817,2023-03-21,1,51.47,1.83
1567,C314388,P517566,2024-11-11,8,353.26,31.46
1568,C493098,P429026,2023-09-04,7,6222.04,648.04
1569,C007335,P992250,2023-12-30,5,2278.5,604.45
1570,C446753,P107697,2023-03-22,4,781.35,245.17
1571,C864678,P116216,2024-12-29,3,2425.65,644.67
1572,C558653,P885695,2024-05-16,5,3771.14,779.76
1573,C021889,P392619,2024-10-29,6,60.54,2.82
1574,C730261,P196667,2025-02-28,6,5642.37,1256.43
1575,C884547,P775751,2025-06-16,4,1907.67,201.69
1576,C976694,P373228,2023-07-20,8,503.2,49.92
1577,C808405,P599862,2024-08-23,5,4104.47,367.18
1578,C133686,P208944,2024-05-29,1,443.21,79.25
1579,C890407,P937934,2024-10-19,8,7365.42,814.5
1580,C347203,P208944,2023-10-08,1,395.61,126.85
1581,C617575,P833885,2024-09-14,8,4152.04,580.04
1582,C498411,P489519,2025-04-06,2,428.98,4.14
1583,C982519,P450984,2024-12-23,3,2202.23,612.94
1584,C737820,P880163,2024-03-05,2,2260.54,32.12
1585,C960979,P366261,2023-11-18,2,968.3,264.38
1586,C332964,P357660,2024-11-01,1,429.2,38.93
1587,C260803,P302996,2025-07-08,3,400.88,117.34
1588,C659474,P162734,2024-06-12,1,66.75,20.52
1589,C387619,P367946,2025-05-07,1,841.48,13.89
1590,C875138,P428001,2023-06-01,5,4784.95,102.6
1591,C166816,P471980,2023-10-10,4,2893.96,601.92
1592,C660655,P696956,2024-10-12,1,787.45,66.42
1593,C590483,P442180,2023-05-01,6,836.54,110.38
1594,C347203,P273314,2024-08-02,8,2580.56,58.16
1595,C683082,P885016,2025-01-17,2,618.0,30.08
1596,C709445,P918103,2025-02-24,3,914.08,224.51
1597,C337780,P195857,2024-04-16,2,907.61,254.95
1598,C363646,P800050,2025-05-07,4,2266.37,520.79
1599,C473532,P856438,2023-11-14,1,917.81,96.15
1600,C837588,P755976,2023-10-13,3,893.12,146.92
1601,C225608,P329645,2025-05-05,4,57.85,4.23
1602,C281961,P755976,2023-10-30,5,1431.11,302.29
1603,C957181,P387671,2024-05-16,6,4480.51,757.85
1604,C272914,P801232,2024-04-05,3,2165.25,20.07
1605,C327391,P776014,2023-06-09,4,3284.47,1085.73
1606,C640078,P116864,2024-10-23,5,4104.06,224.49
1607,C350253,P428001,2024-07-18,5,4776.65,110.9
1608,C901375,P710221,2023-09-22,4,41.5,5.5
1609,C309883,P609544,2024-06-13,3,249.71,33.67
1610,C905579,P155817,2024-01-17,7,311.7,61.4
1611,C890407,P155817,2024-12-19,2,89.82,16.78
1612,C875935,P961816,2024-03-07,8,7769.09,709.47
1613,C843251,P330689,2023-07-11,6,3226.17,267.51
1614,C905579,P489519,2023-07-10,1,192.79,23.77
1615,C563213,P820680,2024-08-30,7,3286.5,734.86
1616,C498411,P841579,2023-09-16,6,3964.87,700.97
1617,C345873,P474352,2023-11-04,1,526.55,168.74
1618,C789728,P464335,2023-04-21,7,2603.51,310.24
1619,C435426,P319092,2024-02-15,1,824.41,35.25
1620,C439281,P817843,2025-06-26,4,1789.26,558.46
1621,C017673,P238925,2023-05-14,6,636.15,156.21
1622,C910397,P387671,2023-11-13,3,2094.37,524.81
1623,C833710,P525569,2023-06-19,8,7255.99,1.53
1624,C697485,P842673,2025-06-23,3,1825.9,148.73
1625,C221784,P796107,2023-08-30,4,3226.85,395.31
1626,C171072,P841579,2023-06-07,6,4660.07,5.77
1627,C327379,P116864,2023-04-13,8,5973.69,951.99
1628,C184840,P490957,2025-07-23,8,4935.04,990.16
1629,C134619,P841579,2025-02-20,2,1404.58,150.7
1630,C446753,P375734,2024-02-14,6,4245.32,1229.02
1631,C384514,P517566,2024-09-03,7,291.68,44.95
1632,C804397,P382115,2024-11-16,1,923.76,54.2
1633,C640615,P755976,2025-02-25,4,1258.75,127.97
1634,C703796,P428001,2025-04-22,1,828.3,149.21
1635,C831880,P525569,2025-07-25,2,1521.55,292.83
1636,C671671,P814985,2023-07-12,1,362.1,20.19
1637,C640078,P387671,2023-12-14,7,5112.13,999.29
1638,C095923,P661845,2023-10-19,5,749.24,80.21
1639,C370660,P038166,2023-09-25,7,1841.21,86.52
1640,C512170,P498694,2025-05-04,2,1216.26,159.96
1641,C921714,P116864,2024-12-03,2,1447.52,283.9
1642,C901113,P656411,2023-06-14,6,2677.5,89.04
1643,C187066,P776014,2024-12-03,8,8715.08,25.32
1644,C880306,P474352,2024-03-08,1,642.63,52.66
1645,C311846,P609544,2024-09-10,8,660.83,94.85
1646,C008640,P992250,2024-12-30,6,2729.43,730.11
1647,C750803,P062363,2025-03-15,3,2425.25,787.78
1648,C934521,P776014,2025-06-10,2,2102.95,82.15
1649,C210817,P835266,2023-07-22,8,6556.24,799.76
1650,C134619,P899452,2023-02-10,2,476.97,132.17
1651,C967282,P162734,2023-02-21,6,490.59,33.03
1652,C210817,P891377,2025-02-24,1,454.78,71.39
1653,C976694,P891377,2024-01-01,7,3667.06,16.13
1654,C512445,P817843,2024-10-13,1,499.51,87.42
1655,C285751,P831530,2024-06-28,7,2372.23,157.22
1656,C746721,P309407,2023-04-07,3,2256.48,501.03
1657,C864678,P785818,2024-03-17,5,839.24,79.31
1658,C833710,P841579,2025-07-29,8,6157.91,63.21
1659,C324357,P195857,2023-02-09,3,1478.19,265.65
1660,C171072,P330689,2024-01-27,2,1066.22,98.34
1661,C960979,P160288,2024-03-08,7,2224.47,12.52
1662,C198895,P065667,2025-01-08,2,93.93,24.85
1663,C103953,P609544,2025-03-23,4,323.91,53.93
1664,C985574,P736478,2024-07-06,4,2440.73,512.59
1665,C229485,P195857,2024-08-10,8,4400.05,250.19
1666,C181933,P937934,2025-02-03,3,2855.16,212.31
1667,C136772,P471980,2024-09-11,7,4726.38,1391.41
1668,C744651,P899452,2023-10-07,1,273.57,31.0
1669,C298363,P367946,2024-11-03,3,2389.84,176.27
1670,C165265,P302996,2023-04-10,4,652.12,38.84
1671,C739001,P722265,2023-08-15,2,794.24,143.3
1672,C168088,P382969,2024-08-25,7,5216.9,984.05
1673,C353289,P415103,2024-02-03,8,6372.17,1929.99
1674,C348136,P465110,2023-12-15,6,1866.48,176.94
1675,C166816,P661845,2024-04-18,8,1257.23,69.89
1676,C189904,P375227,2024-11-20,7,2736.54,186.87
1677,C309883,P812662,2023-03-22,8,4077.86,665.66
1678,C423598,P880163,2023-08-01,6,6355.2,522.78
1679,C831880,P327724,2024-04-07,8,898.99,6.69
1680,C400722,P473890,2023-06-20,6,465.29,76.51
1681,C632844,P918103,2025-02-08,5,1633.67,263.98
1682,C513512,P384081,2024-01-20,3,280.85,29.35
1683,C923885,P981945,2024-02-10,4,839.61,46.83
1684,C728645,P812662,2023-10-24,3,1394.2,384.62
1685,C263770,P474352,2024-07-17,7,4438.7,428.33
1686,C337780,P598642,2025-07-11,5,5140.23,446.07
1687,C516539,P772985,2024-11-11,6,4418.59,634.55
1688,C934521,P106633,2023-08-19,7,3153.88,445.24
1689,C134619,P159362,2025-04-25,8,5728.58,233.98
1690,C640228,P474352,2023-10-23,1,602.7,92.59
1691,C643312,P222288,2024-11-02,3,476.13,98.1
1692,C344214,P776014,2024-08-17,7,5785.13,1862.72
1693,C768580,P081878,2024-10-13,1,657.89,120.42
1694,C671671,P428001,2023-03-24,7,5225.18,1617.39
1695,C512445,P971430,2023-06-20,8,1443.63,297.97
1696,C807420,P918103,2025-01-30,7,2290.05,366.66
1697,C854339,P539972,2024-04-13,6,5725.17,1263.27
1698,C278352,P696956,2024-04-28,4,3139.92,275.56
1699,C001662,P627467,2025-07-04,1,1107.44,60.44
1700,C165265,P382969,2023-09-08,8,5333.32,1753.48
1701,C640228,P222288,2024-05-27,2,305.9,76.92
1702,C351396,P961816,2023-09-08,8,6948.08,1530.48
1703,C876960,P599862,2025-02-05,1,741.84,152.49
1704,C952019,P801232,2024-04-26,7,5009.38,89.7
1705,C442637,P835266,2025-06-23,2,1509.91,329.09
1706,C553447,P309407,2025-01-01,1,818.4,100.77
1707,C366528,P366261,2023-10-27,7,3420.97,893.41
1708,C366528,P275389,2024-01-08,7,6868.6,1499.13
1709,C457719,P155531,2024-03-14,2,2237.05,59.49
1710,C582775,P721433,2025-02-10,2,1962.82,432.32
1711,C730261,P900194,2024-11-03,6,1848.33,68.01
1712,C198799,P306313,2023-08-04,5,1115.49,27.76
1713,C166307,P069861,2024-04-14,8,6082.76,1409.48
1714,C196972,P835266,2023-12-17,5,3805.36,792.14
1715,C351396,P727843,2024-12-17,5,71.29,11.81
1716,C636096,P831530,2025-02-18,3,1043.93,40.12
1717,C656660,P042751,2023-08-15,6,822.89,134.95
1718,C320275,P934635,2023-11-11,3,1756.68,290.52
1719,C038689,P992250,2024-12-31,8,3836.31,776.41
1720,C647026,P040587,2023-05-31,5,3010.74,823.56
1721,C423939,P649669,2023-01-29,4,3633.26,620.18
1722,C697485,P473890,2023-01-13,5,410.4,41.1
1723,C210570,P498694,2024-02-20,8,4653.74,851.14
1724,C176725,P116864,2024-10-21,3,2215.91,381.22
1725,C493098,P327724,2024-06-19,6,615.07,64.19
1726,C329449,P375227,2025-06-10,8,3194.55,146.49
1727,C063646,P656411,2024-11-15,2,843.25,78.93
1728,C315159,P679216,2023-08-18,3,3224.36,241.12
1729,C620354,P429026,2024-10-27,4,3575.88,349.88
1730,C967282,P798627,2025-07-23,1,393.75,104.67
1731,C668177,P649669,2025-01-29,4,3866.84,386.6
1732,C309883,P474352,2024-10-03,2,1059.61,330.97
1733,C187066,P341596,2023-10-05,2,606.02,194.12
1734,C677641,P944501,2024-08-03,4,1736.04,113.12
1735,C508284,P885016,2024-12-07,4,1222.17,73.99
1736,C211686,P820680,2023-07-01,1,433.82,140.66
1737,C502141,P420341,2023-10-12,2,8.32,1.9
1738,C224502,P627467,2025-07-16,3,3045.93,457.71
1739,C955006,P710221,2023-08-22,4,40.12,6.88
1740,C448653,P553619,2024-04-20,2,1080.93,167.59
1741,C899814,P302996,2025-03-19,2,328.51,16.97
1742,C226756,P885695,2023-03-27,8,6922.11,359.33
1743,C012406,P645373,2024-09-04,8,8499.73,689.07
1744,C875935,P721433,2024-03-16,2,1964.03,431.11
1745,C497757,P357660,2024-08-26,8,2816.05,928.99
